u,v,length_m
459457260,678989672,400.6988236778474
459457260,4297316167,27.748576446059996
678989668,1838358314,151.1209848904636
678989669,678989749,200.01981386876633
678989669,678989746,173.19185943024803
678989705,678989706,99.9023841587495
678989705,4884495900,91.44102605560536
678989706,678989753,118.48938279231125
678989706,678989749,124.98681568517432
678989746,678989751,104.09392876460115
678989746,1839467992,7.422848869982578
678989747,678989751,80.39791396289064
678989747,678989749,31.923343999831687
678989747,678989748,83.49562470243669
678989748,678989752,8.894939073406245
678989748,678989753,119.5709411008481
678989752,678989761,80.42691994330146
678989752,678989758,110.7107079787567
678989758,11581437401,40.42811440884303
678989759,11581437401,36.56694808904027
678989759,678989761,92.79459518839529
678989761,3672893676,9.40509464089541
678989790,678989795,21.90628715078505
678989790,2603948896,31.576713710624457
678989790,4346341384,106.89500752186541
678989792,3672906437,80.32232443854537
678989792,678989797,71.33734300214746
678989792,4346341384,90.98116933181721
678989795,2603948896,27.84956189929559
678989795,678989817,102.50767176606958
678989807,678989817,80.51949905807642
678989807,678989819,66.3337042730539
678989808,678989819,93.36995173427422
678989808,678989820,81.97523560671137
678989810,2489287675,145.02898535349942
678989810,3672906437,86.93315990951362
678989811,4346341384,164.36392443019105
678989811,678989813,99.20576715669515
678989811,678989829,75.90256128673236
678989813,678989814,77.7246189950704
678989813,678989817,50.94089136015025
678989813,678989819,81.559414956755
678989814,678989823,83.54750473271123
678989814,678989829,97.11983239766968
678989815,678989822,79.68410799530946
678989815,6047450793,13.526540249454305
678989815,678989816,12.049443794604239
678989816,678989820,65.78135641252484
678989816,678989821,80.36623308822146
678989819,678989823,77.75532850566111
678989820,678989823,85.09626048099429
678989821,678989822,11.383666951545747
678989821,678989823,68.716501576687
678989822,678989825,84.70065674764794
678989824,678989833,97.38806024404616
678989824,678989826,80.3047998931836
678989824,678989825,82.22183880403604
678989824,7245129292,59.89760167877468
678989825,4345055745,77.50808506644348
678989825,9144372955,38.27493999611019
678989826,4345055745,83.03238898660283
678989826,678989831,98.81954483340384
678989829,4203689689,84.4595413096145
678989830,3672931639,45.1070475222791
