u,v,length_m
316629535,316629580,13.093684573577738
316629535,1273522086,65.92373944555644
316629580,1903604900,131.69009626247822
316629580,1903604893,87.68570867390777
316629581,2383676706,80.6805372193341
316629581,10471451649,129.18690586365923
316629581,1752455996,78.38759042768292
316629584,416152842,32.53196877426803
316629584,416151080,172.97280991638297
316629584,416151060,205.79698722449595
316629587,4356497992,143.1301459641045
316629587,416626114,175.39620566850556
316629587,4357769361,8.12071975879647
316629607,416641051,96.24972319706796
316629607,416641042,35.64629598388062
316634995,4143594032,126.47266866243804
316634995,5835252252,197.60578509177788
316634995,392153861,305.4600118593319
316635148,4103901029,21.324120077378137
316635148,316635554,20.71216715459078
316635148,475767882,60.876510011403454
316635154,4905120550,24.506346407218125
316635154,316635156,49.03046498983655
316635154,1840038920,154.56122047453087
316635156,316635222,77.6400775490516
316635222,2144234833,46.07218825459904
316635222,316635807,29.964470426105898
316635554,7310409416,80.82391785172769
316635554,4103901027,23.59921447666755
316635555,7310409438,60.01574940711679
316635555,411935453,10.017385881915366
316635555,7310409416,50.30528638416255
316635792,1841059599,9.678007438725862
316635792,316635794,63.59104995725282
316635792,416139622,107.84678000296498
316635794,4354593600,47.65284830223089
316635794,3743408024,127.27157266834587
316635801,416139880,54.07364931645421
316635801,4354593600,116.67467225258832
316635807,412191432,90.77269597006563
392152399,1273465686,74.78551781541557
392152399,4356139160,14.638220464550306
392152399,1757193820,142.80886359800365
392152399,10928018599,52.63097047718928
392152402,5861480221,26.738315594965556
392152402,1840926953,13.249826972618049
392152402,392152405,16.085255155853496
392152402,12413216436,61.43169524188039
392152405,12413216437,60.834919456536376
392152405,416151036,159.33176774954035
392152405,4356139163,13.639598483173287
392153270,821403043,34.45976817580963
392153270,821403100,243.95164095079465
392153270,10659804936,148.00964326439816
392153272,5967557106,51.34313287907933
392153272,392153682,42.606661363337764
392153272,9307357718,49.07290209750168
392153275,4143594030,417.16065179035166
392153275,475767951,68.95427872982137
392153681,4570857564,50.111676314945576
392153681,392153682,21.38331224436301
392153681,411852350,22.669090312489658
392153681,4570857559,40.06963723660812
392153682,411852351,18.798474038585173
392153682,392153683,41.830203783864036
392153683,821403040,32.75105758297447
392153683,5967557106,23.44495833266007
392153861,6718993872,49.40524052227667
392153861,10659804936,136.63199474055264
392154179,495672277,13.479838719491704
392154179,392154184,166.698949464636
392154179,1047199003,60.166337585633634
392154184,392154185,19.36985966191827
392154184,4443006508,17.310326780347204
392154185,10683867601,11.380376640809722
392154185,821403051,18.60487641336372
392154185,6129481379,175.01974140172226
392154191,392154192,15.87558297622935
392154191,1047199006,60.98588436702788
392154191,1047198977,58.65307840205174
392154192,4557833547,94.91532563635138
392154334,2086871506,66.3809690975771
392154334,4003442657,207.0532005346853
392154334,4103896337,124.92976626433767
408629729,408629820,24.72518183678265
408629729,4270653069,76.28871361382002
408629729,408629906,85.27735555954004
408629733,408629773,55.992462011759926
408629733,408629740,84.40585956540464
408629733,408629750,24.991784047540182
408629733,4270653069,74.76374000813514
408629740,408629865,78.27483305472406
408629740,408629812,25.08871652619721
408629750,4270653070,74.56357068698836
408629750,408629765,84.48576067565675
408629750,408629812,84.67782119770875
408629755,408629760,95.21111194498934
408629755,408630283,64.40799460786822
408629755,408630279,46.25026874310824
408629760,408629765,53.702647379566336
408629760,408629921,153.7973635505876
408629765,408629913,150.40119451161422
408629773,408629865,86.78816217018242
408629773,408629782,29.487542133583982
408629782,408629788,67.44301352661125
408629782,4172468600,69.39421483954112
408629788,408630446,43.258000906550635
408629788,408629796,58.10416278065076
408629788,411809365,82.49304049761919
408629796,1658531439,78.53781522689329
408629796,4172468599,72.39549325818398
