longitude,latitude,YEAR,DISTRITO,MODALIDAD,ID,x,y,cluster,probability
-76.997246,-12.067168,2020,La Victoria,ROBO AGRAVADO,27042.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997246,-12.067168,2020,La Victoria,ROBO AGRAVADO,178180.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.99722561,-12.06735671,2020,La Victoria,ROBO AGRAVADO,218094.0,-8571291.947400004,-1353374.9950816748,-1,0.0
-76.997245,-12.067168,2020,La Victoria,ROBO AGRAVADO,147473.0,-8571294.10588493,-1353353.5132942658,14,1.0
-76.997246,-12.067168,2020,La Victoria,ROBO AGRAVADO A MANO ARMADA,270528.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997246,-12.067168,2020,La Victoria,ROBO AGRAVADO A MANO ARMADA,296846.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.9979784,-12.0673767,2020,La Victoria,ROBO,106558.0,-8571375.747599477,-1353377.270642576,9,0.0
-76.997246,-12.067168,2020,La Victoria,ROBO,147457.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.9979784,-12.0673767,2020,La Victoria,ROBO,147460.0,-8571375.747599477,-1353377.270642576,9,0.0
-76.9979784,-12.0673767,2020,La Victoria,ROBO,154794.0,-8571375.747599477,-1353377.270642576,9,0.0
-76.997246,-12.067168,2020,La Victoria,ROBO,106559.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997246,-12.067168,2020,La Victoria,HURTO,147411.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997246,-12.067168,2020,La Victoria,HURTO,106475.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997245,-12.067168,2020,La Victoria,HURTO,270488.0,-8571294.10588493,-1353353.5132942658,14,1.0
-76.99727334,-12.06712049,2020,La Victoria,HURTO,106504.0,-8571297.260679299,-1353348.1049996873,-1,0.0
-76.99727334,-12.06712049,2020,La Victoria,HURTO,178148.0,-8571297.260679299,-1353348.1049996873,-1,0.0
-76.997246,-12.067168,2020,La Victoria,HURTO,106495.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997245,-12.067168,2020,La Victoria,HURTO,222828.0,-8571294.10588493,-1353353.5132942658,14,1.0
-76.997246,-12.067168,2020,La Victoria,HURTO,26997.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997245,-12.067168,2020,La Victoria,HURTO,178149.0,-8571294.10588493,-1353353.5132942658,14,1.0
-76.997246,-12.067168,2020,La Victoria,HURTO,178143.0,-8571294.217204422,-1353353.5132942658,13,1.0
-76.997245,-12.067168,2020,La Victoria,HURTO,106447.0,-8571294.10588493,-1353353.5132942658,14,1.0
-76.997245,-12.067168,2020,La Victoria,HURTO,222832.0,-8571294.10588493,-1353353.5132942658,14,1.0
