longitude;latitude;YEAR;DISTRITO;MODALIDAD;ID
-77.00942373;-12.0621245;2017;La Victoria;ROBO AGRAVADO;48368768.0
-77.01000336;-12.06213039;2017;La Victoria;ROBO AGRAVADO;138484491.0
-77.00867384;-12.06073511;2017;La Victoria;ROBO AGRAVADO;315341675.0
-77.00257668;-12.06287873;2017;La Victoria;ROBO AGRAVADO;660870441.0
-77.00273151;-12.06284643;2017;La Victoria;ROBO AGRAVADO;669620148.0
-77.00742884;-12.06282761;2017;La Victoria;ROBO AGRAVADO;942742685.0
-77.00584425;-12.06122047;2017;La Victoria;ROBO AGRAVADO;1355525405.0
-77.01005186;-12.06209048;2017;La Victoria;ROBO AGRAVADO;1396971085.0
-77.00849592;-12.060535;2017;La Victoria;ROBO AGRAVADO;1624461710.0
-77.00235556;-12.06299088;2017;La Victoria;ROBO AGRAVADO;1894054402.0
-77.00583034;-12.06284048;2017;La Victoria;ROBO AGRAVADO;1945652854.0
-77.009937;-12.06200895;2017;La Victoria;ROBO AGRAVADO;757952264.0
-77.01193555;-12.06159743;2017;La Victoria;ROBO AGRAVADO A MANO ARMADA;1966292841.0
-77.00925184;-12.06125799;2017;La Victoria;ROBO AGRAVADO A MANO ARMADA;1444428898.0
-77.01149745;-12.06093962;2017;La Victoria;ROBO AGRAVADO A MANO ARMADA;599913149.0
-77.00696415;-12.06206236;2017;La Victoria;ROBO AGRAVADO A MANO ARMADA;1635664118.0
-77.0119585;-12.06139131;2017;La Victoria;ROBO AGRAVADO A MANO ARMADA;2128877694.0
-77.0115728;-12.06107025;2017;La Victoria;ROBO;512880063.0
-77.01014505;-12.06153807;2017;La Victoria;ROBO;776507375.0
-77.00555364;-12.06138007;2017;La Victoria;ROBO;437478381.0
-77.00362557;-12.06241835;2017;La Victoria;ROBO;300597695.0
-77.00386477;-12.06242505;2017;La Victoria;ROBO;2110948837.0
-77.00433356;-12.06217515;2017;La Victoria;ROBO;1164125625.0
-77.00841786;-12.06055378;2017;La Victoria;ROBO;2084469192.0
-77.01001791;-12.06206372;2017;La Victoria;ROBO;151808928.0
-77.0103187;-12.0615014;2017;La Victoria;ROBO;158033526.0
-77.00400673;-12.06231082;2017;La Victoria;ROBO;222064018.0
-77.01194178;-12.06143502;2017;La Victoria;ROBO;782372143.0
-77.01157846;-12.06106835;2017;La Victoria;ROBO;1008010612.0
-77.01017908;-12.06078765;2017;La Victoria;ROBO;1199230575.0
-77.01015158;-12.06147142;2017;La Victoria;ROBO;1239870779.0
-77.00996238;-12.06068086;2017;La Victoria;ROBO;1343207064.0
-77.01003916;-12.06205198;2017;La Victoria;ROBO;1481939494.0
-77.01003941;-12.06207072;2017;La Victoria;ROBO;1609624051.0
-77.00364871;-12.06241331;2017;La Victoria;ROBO;1628007458.0
-77.0044481;-12.06286274;2017;La Victoria;ROBO;1637719394.0
-77.01007214;-12.06177744;2017;La Victoria;ROBO;1677115121.0
-77.00778766;-12.06297038;2017;La Victoria;ROBO;1792469289.0
-77.00406535;-12.0623345;2017;La Victoria;ROBO;1958774883.0
-77.01014564;-12.0607354;2017;La Victoria;ROBO;2030641095.0
-77.01157946;-12.06098217;2017;La Victoria;ROBO;236731984.0
-77.01027601;-12.06198778;2017;La Victoria;ROBO;333812881.0
-77.00849298;-12.06053299;2017;La Victoria;ROBO;340348391.0
-77.01198468;-12.061407;2017;La Victoria;ROBO;423017717.0
-77.01194865;-12.06115269;2017;La Victoria;ROBO;555351505.0
-77.00837183;-12.06051949;2017;La Victoria;ROBO;560005704.0
-77.01194077;-12.06119755;2017;La Victoria;ROBO;580874778.0
-77.0042263;-12.06224697;2017;La Victoria;ROBO;586285969.0
-77.00371684;-12.0624191;2017;La Victoria;ROBO;622145076.0
-77.00871228;-12.06051556;2017;La Victoria;ROBO;625501622.0
-77.0099186;-12.06064333;2017;La Victoria;ROBO;648557175.0
-77.00271017;-12.06285573;2017;La Victoria;ROBO;689373877.0
-77.00253892;-12.06299728;2017;La Victoria;ROBO;699982773.0
-77.01166892;-12.06093267;2017;La Victoria;ROBO;839368547.0
-77.00708927;-12.06199447;2017;La Victoria;ROBO;1214573408.0
-77.01015188;-12.0606874;2017;La Victoria;ROBO;1237784026.0
-77.010453;-12.0609785;2017;La Victoria;ROBO;1327493034.0
-77.00868463;-12.06047675;2017;La Victoria;ROBO;1353546283.0
-77.00681771;-12.06209145;2017;La Victoria;ROBO;1506432344.0
-77.00681807;-12.06205831;2017;La Victoria;ROBO;1623116262.0
-77.00988085;-12.06204354;2017;La Victoria;ROBO;1696600273.0
-77.0068293;-12.06198223;2017;La Victoria;ROBO;1727437720.0
-77.01002342;-12.06203554;2017;La Victoria;ROBO;1772779739.0
-77.0101671;-12.06214456;2017;La Victoria;ROBO;1919984490.0
-77.01012227;-12.06209134;2017;La Victoria;ROBO;1971074732.0
-77.00983968;-12.06195071;2017;La Victoria;ROBO;2004352356.0
-77.00345085;-12.06253985;2017;La Victoria;ROBO;2020809584.0
-77.00559601;-12.06136443;2017;La Victoria;ROBO;2041804861.0
-77.00256666;-12.06293469;2017;La Victoria;HURTO;1016973893.0
-77.00701;-12.0621399;2017;La Victoria;HURTO;223979753.0
-77.00583392;-12.06125308;2017;La Victoria;HURTO;125410136.0
-77.00863423;-12.0605146;2017;La Victoria;HURTO;1917574160.0
-77.00262654;-12.06301204;2017;La Victoria;HURTO;78696918.0
-77.00806347;-12.06293215;2017;La Victoria;HURTO;1400760814.0
-77.00999964;-12.06203357;2017;La Victoria;HURTO;254066941.0
-77.01140971;-12.06105243;2017;La Victoria;HURTO;988576500.0
-77.00612976;-12.06112645;2017;La Victoria;HURTO;733131564.0
-77.00550575;-12.06135623;2017;La Victoria;HURTO;739071256.0
-77.00541568;-12.06138288;2017;La Victoria;HURTO;1062980704.0
-77.01146063;-12.06124064;2017;La Victoria;HURTO;1047395065.0
-77.00271398;-12.0630707;2017;La Victoria;HURTO;1866850261.0
-77.00675016;-12.06188742;2017;La Victoria;HURTO;1806867536.0
-77.01014958;-12.06066737;2017;La Victoria;HURTO;1927300145.0
-77.0101186;-12.06202878;2017;La Victoria;HURTO;597995222.0
-77.01036085;-12.06154628;2017;La Victoria;HURTO;2047960561.0
-77.00572858;-12.06125416;2017;La Victoria;HURTO;115418245.0
-77.00986571;-12.06198099;2017;La Victoria;HURTO;128748679.0
-77.00267171;-12.06287443;2017;La Victoria;HURTO;200116335.0
-77.007022;-12.06242898;2017;La Victoria;HURTO;369714513.0
-77.00585714;-12.06119631;2017;La Victoria;HURTO;402031898.0
-77.00984761;-12.0612695;2017;La Victoria;HURTO;481744500.0
-77.01009281;-12.06212199;2017;La Victoria;HURTO;482890631.0
-77.00644864;-12.06091789;2017;La Victoria;HURTO;596047991.0
-77.00675274;-12.06228905;2017;La Victoria;HURTO;623416128.0
-77.0077461;-12.06230959;2017;La Victoria;HURTO;685244570.0
-77.0101525;-12.06150412;2017;La Victoria;HURTO;713079600.0
-77.00684564;-12.06073987;2017;La Victoria;HURTO;714386062.0
-77.00408881;-12.06242645;2017;La Victoria;HURTO;841154847.0
-77.00958421;-12.06121456;2017;La Victoria;HURTO;858629159.0
-77.0069732;-12.06239519;2017;La Victoria;HURTO;901719561.0
-77.00262689;-12.06306953;2017;La Victoria;HURTO;931394687.0
-77.00873699;-12.06075819;2017;La Victoria;HURTO;955828085.0
-77.00262911;-12.06300843;2017;La Victoria;HURTO;1032961161.0
-77.00258864;-12.06305312;2017;La Victoria;HURTO;1174487777.0
-77.00254706;-12.06298712;2017;La Victoria;HURTO;1192846445.0
-77.0061954;-12.06263284;2017;La Victoria;HURTO;1220122754.0
-77.00271179;-12.0630562;2017;La Victoria;HURTO;1289899200.0
-77.00570742;-12.0612624;2017;La Victoria;HURTO;1303826228.0
-77.00870139;-12.06069278;2017;La Victoria;HURTO;1500889008.0
-77.01166033;-12.06096664;2017;La Victoria;HURTO;1502977807.0
-77.00975744;-12.06126351;2017;La Victoria;HURTO;1513239297.0
-77.00703947;-12.0619955;2017;La Victoria;HURTO;1545885663.0
-77.00999331;-12.06276864;2017;La Victoria;HURTO;1603290052.0
-77.002424;-12.062893;2017;La Victoria;HURTO;1704206212.0
-77.0069222;-12.06069602;2017;La Victoria;HURTO;1742650692.0
-77.00369847;-12.06243237;2017;La Victoria;HURTO;1775578476.0
-77.00874961;-12.06051405;2017;La Victoria;HURTO;1834897818.0
-77.00577242;-12.06129998;2017;La Victoria;HURTO;1945225220.0
-77.01213316;-12.06135519;2017;La Victoria;HURTO;1960622662.0
-77.00875217;-12.06079108;2017;La Victoria;HURTO;2044901557.0
-77.00561608;-12.06134975;2017;La Victoria;HURTO;2130300122.0
-77.00919526;-12.06300569;2017;La Victoria;HURTO;21106545.0
-77.008299;-12.06042397;2017;La Victoria;HURTO;50915540.0
-77.00554422;-12.06303222;2017;La Victoria;HURTO;63780556.0
-77.00272276;-12.062814;2017;La Victoria;HURTO;82199961.0
-77.00876297;-12.06050291;2017;La Victoria;HURTO;103533717.0
-77.00398905;-12.06235527;2017;La Victoria;HURTO;104206772.0
-77.00220453;-12.06307879;2017;La Victoria;HURTO;104638884.0
-77.00282009;-12.06284697;2017;La Victoria;HURTO;145024512.0
-77.01018118;-12.06282013;2017;La Victoria;HURTO;187024137.0
-77.0086762;-12.06052026;2017;La Victoria;HURTO;213857300.0
-77.01000895;-12.06220739;2017;La Victoria;HURTO;249775261.0
-77.00711021;-12.06208377;2017;La Victoria;HURTO;271858788.0
-77.01032194;-12.0608415;2017;La Victoria;HURTO;340733494.0
-77.01026437;-12.06170059;2017;La Victoria;HURTO AGRAVADO;430205076.0
-77.008682;-12.0611149;2017;La Victoria;HURTO AGRAVADO;1537352640.0
-77.00542645;-12.0613782;2017;La Victoria;HURTO AGRAVADO;1325703861.0
-77.00999288;-12.0622321;2017;La Victoria;HURTO AGRAVADO;219745694.0
-77.00993822;-12.06067955;2017;La Victoria;HURTO AGRAVADO;396114710.0
-77.01002058;-12.06211296;2017;La Victoria;HURTO AGRAVADO;414026087.0
-77.00244373;-12.06301514;2017;La Victoria;HURTO AGRAVADO;741543432.0
-77.00256649;-12.06292143;2017;La Victoria;HURTO AGRAVADO;1009303397.0
-77.01039512;-12.06069572;2017;La Victoria;HURTO AGRAVADO;1046688916.0
-77.00843284;-12.06055812;2017;La Victoria;HURTO AGRAVADO;1214983339.0
-77.01016982;-12.06277715;2017;La Victoria;HURTO AGRAVADO;1317388464.0
-77.00222656;-12.06296721;2017;La Victoria;HURTO AGRAVADO;1391649827.0
-77.00874026;-12.06070314;2017;La Victoria;HURTO AGRAVADO;1519629226.0
-77.01005298;-12.06218217;2017;La Victoria;HURTO AGRAVADO;1570059032.0
-77.01171949;-12.06122915;2017;La Victoria;HURTO AGRAVADO;1598329225.0
-77.01172215;-12.06125939;2017;La Victoria;HURTO AGRAVADO;1615433171.0
-77.01219355;-12.06165734;2017;La Victoria;HURTO AGRAVADO;186305279.0
-77.01216544;-12.06169588;2017;La Victoria;HURTO AGRAVADO;251576940.0
-77.0112173;-12.06123676;2017;La Victoria;HURTO AGRAVADO;482332696.0
-77.01170349;-12.06123469;2017;La Victoria;HURTO AGRAVADO;929792616.0
-77.008682;-12.0611149;2017;La Victoria;HURTO AGRAVADO;1655596669.0
-77.00956428;-12.06125448;2017;La Victoria;HURTO DE VEHICULO;87416988.0
-77.00999074;-12.06197309;2017;La Victoria;HURTO DE VEHICULO;534631827.0
-77.01007036;-12.06186097;2017;La Victoria;HURTO DE VEHICULO;1467468765.0
-77.01012372;-12.0623538;2017;La Victoria;HURTO DE VEHICULO;1941471868.0
-77.00664581;-12.06080826;2017;La Victoria;HURTO DE VEHICULO;578351182.0
-77.00934856;-12.06223633;2017;La Victoria;HURTO DE VEHICULO;592260204.0
-77.00997509;-12.06236349;2017;La Victoria;HURTO DE VEHICULO;838970630.0
-77.00770722;-12.06303603;2017;La Victoria;HURTO DE VEHICULO;1408387116.0
-77.00699928;-12.06204515;2017;La Victoria;HURTO DE VEHICULO;1977728694.0
-77.01003902;-12.06221157;2017;La Victoria;HURTO DE VEHICULO;816523751.0
-77.00785014;-12.06239405;2017;La Victoria;HURTO DE VEHICULO;1586872737.0
-77.0038618;-12.06232489;2017;La Victoria;ASALTO Y ROBO DE VEHICULOS;93469558.0
-77.01003876;-12.06201064;2017;La Victoria;ASALTO Y ROBO DE VEHICULOS;1441810626.0
-77.00681809;-12.06207921;2017;La Victoria;ASALTO Y ROBO DE VEHICULOS;952396644.0
-77.0102389;-12.0607232;2017;La Victoria;HURTO AGRAVADO EN CASA HABITADA;1768625372.0
-77.00600167;-12.062557;2017;La Victoria;HURTO AGRAVADO EN CASA HABITADA;1487023651.0
-77.00988572;-12.06064032;2017;La Victoria;ROBO AGRAVADO DURANTE LA NOCHE O EN LUGAR DESOLADO;1714124541.0
-77.00588361;-12.06126351;2017;La Victoria;ROBO AGRAVADO DURANTE LA NOCHE O EN LUGAR DESOLADO;1164679109.0
-77.03888469;-12.09158806;2017;San Isidro;ROBO AGRAVADO;2069761496.0
-77.03895361;-12.09115422;2017;San Isidro;ROBO AGRAVADO;1778821128.0
-77.04142423;-12.0924729;2017;San Isidro;ROBO AGRAVADO;1680002845.0
-77.03866628;-12.09139015;2017;San Isidro;ROBO AGRAVADO;1856836337.0
-77.04072993;-12.09009322;2017;San Isidro;ROBO AGRAVADO A MANO ARMADA;1502038379.0
-77.04316216;-12.09202904;2017;San Isidro;ROBO AGRAVADO A MANO ARMADA;437431958.0
-77.04444882;-12.09219315;2017;San Isidro;ROBO AGRAVADO A MANO ARMADA;806505761.0
-77.0429931;-12.0919332;2017;San Isidro;ROBO AGRAVADO A MANO ARMADA;1294684137.0
-77.03703816;-12.09204092;2017;San Isidro;ROBO AGRAVADO A MANO ARMADA;1869877182.0
-77.04142423;-12.0924729;2017;San Isidro;ROBO;712988631.0
-77.04049363;-12.09206738;2017;San Isidro;ROBO;907860334.0
-77.03996974;-12.0900248;2017;San Isidro;ROBO;1618089634.0
-77.03714767;-12.09151893;2017;San Isidro;ROBO;1953725257.0
-77.04051958;-12.09190392;2017;San Isidro;ROBO;1635164733.0
-77.05089824;-12.09079959;2017;San Isidro;ROBO;338721217.0
-77.04052021;-12.09200378;2017;San Isidro;ROBO;839995168.0
-77.04948771;-12.08597976;2017;San Isidro;ROBO;1006538314.0
-77.04955147;-12.08718768;2017;San Isidro;ROBO;1047022034.0
-77.03961714;-12.09249167;2017;San Isidro;ROBO;1067318693.0
-77.03717049;-12.09145659;2017;San Isidro;ROBO;1795639153.0
-77.03711246;-12.09127541;2017;San Isidro;ROBO;314790606.0
-77.04020227;-12.09156978;2017;San Isidro;ROBO;1125557323.0
-77.05008849;-12.08820422;2017;San Isidro;ROBO;2084960985.0
-77.04117339;-12.09289993;2017;San Isidro;HURTO;126500832.0
-77.05160199;-12.09006241;2017;San Isidro;HURTO;648392785.0
-77.05154583;-12.08989554;2017;San Isidro;HURTO;1161373581.0
-77.04904105;-12.09072325;2017;San Isidro;HURTO;1284704805.0
-77.0495635;-12.0926983;2017;San Isidro;HURTO;1231274622.0
-77.03630242;-12.09148773;2017;San Isidro;HURTO;358940451.0
-77.04793081;-12.08991736;2017;San Isidro;HURTO;1647179648.0
-77.03690271;-12.09302772;2017;San Isidro;HURTO;1352823224.0
-77.04955147;-12.08718768;2017;San Isidro;HURTO;1223490637.0
-77.03630309;-12.0919426;2017;San Isidro;HURTO;1807127381.0
-77.04072005;-12.09299137;2017;San Isidro;HURTO;2051043928.0
-77.04966903;-12.09182976;2017;San Isidro;HURTO;96883109.0
-77.0439796;-12.0921718;2017;San Isidro;HURTO;1282001026.0
-77.04298469;-12.09258597;2017;San Isidro;HURTO;54553822.0
-77.04654413;-12.09277644;2017;San Isidro;HURTO;87576326.0
-77.03683287;-12.09268301;2017;San Isidro;HURTO;155611728.0
-77.05151173;-12.0899021;2017;San Isidro;HURTO;214648729.0
-77.0507826;-12.09193798;2017;San Isidro;HURTO;347966938.0
-77.03870139;-12.09305864;2017;San Isidro;HURTO;523878096.0
-77.0369899;-12.09270312;2017;San Isidro;HURTO;557180019.0
-77.03680341;-12.09286424;2017;San Isidro;HURTO;579615612.0
-77.04321171;-12.09258227;2017;San Isidro;HURTO;646650319.0
-77.03875008;-12.09295398;2017;San Isidro;HURTO;650748788.0
-77.03683104;-12.09294958;2017;San Isidro;HURTO AGRAVADO;890149970.0
-77.04792965;-12.0900152;2017;San Isidro;HURTO AGRAVADO;1219654351.0
-77.0512106;-12.09261148;2017;San Isidro;HURTO AGRAVADO;485680985.0
-77.03872741;-12.09265273;2017;San Isidro;HURTO AGRAVADO;1062049998.0
-77.04215092;-12.0922946;2017;San Isidro;HURTO AGRAVADO;1170391601.0
-77.04802294;-12.08980789;2017;San Isidro;HURTO AGRAVADO;2118996032.0
-77.03892264;-12.09132131;2017;San Isidro;HURTO AGRAVADO;245350423.0
-77.03662457;-12.08954327;2017;San Isidro;HURTO AGRAVADO;886658260.0
-77.03890126;-12.09302005;2017;San Isidro;HURTO AGRAVADO;958955204.0
-77.04797413;-12.0899247;2017;San Isidro;HURTO AGRAVADO;1538666306.0
-77.05497036;-12.09191096;2017;San Isidro;HURTO AGRAVADO;1825817963.0
-77.04302738;-12.09228487;2017;San Isidro;HURTO AGRAVADO;2067164417.0
-77.05068712;-12.08972782;2017;San Isidro;HURTO DE VEHICULO;1282535754.0
-77.05087691;-12.09068608;2017;San Isidro;HURTO DE VEHICULO;1825039176.0
-77.05094331;-12.09088312;2017;San Isidro;HURTO DE VEHICULO;523171717.0
-77.04955147;-12.08718768;2017;San Isidro;HURTO DE VEHICULO;570156982.0
-77.05064344;-12.08970859;2017;San Isidro;HURTO DE VEHICULO;668524522.0
-77.03637168;-12.09192594;2017;San Isidro;HURTO AGRAVADO EN CASA HABITADA;1492976633.0
-77.01300646;-12.0617961;2017;La Victoria;ROBO AGRAVADO;1160386065.0
-77.0151749;-12.06394346;2017;La Victoria;ROBO AGRAVADO;1161766350.0
-77.01274509;-12.07244908;2017;La Victoria;ROBO AGRAVADO;1659350340.0
-77.01814575;-12.08479638;2017;La Victoria;ROBO AGRAVADO;689718061.0
-77.02896452;-12.05925309;2017;La Victoria;ROBO AGRAVADO;1127308770.0
-77.01282321;-12.06260371;2017;La Victoria;ROBO AGRAVADO;438064116.0
-77.01289969;-12.06405331;2017;La Victoria;ROBO AGRAVADO;241632497.0
-77.0168086;-12.07032648;2017;La Victoria;ROBO AGRAVADO;1403469675.0
-77.01218533;-12.06517043;2017;La Victoria;ROBO AGRAVADO;757623140.0
-77.0136578;-12.06249781;2017;La Victoria;ROBO AGRAVADO;339203995.0
-77.01738525;-12.07318822;2017;La Victoria;ROBO AGRAVADO;1856239665.0
-77.01098486;-12.06623406;2017;La Victoria;ROBO AGRAVADO;1036662347.0
-77.01014632;-12.08886889;2017;La Victoria;ROBO AGRAVADO;1084589002.0
-77.02875881;-12.06038026;2017;La Victoria;ROBO AGRAVADO;1545460716.0
-77.0205525;-12.058181;2017;La Victoria;ROBO AGRAVADO;564146327.0
-77.01483646;-12.06168842;2017;La Victoria;ROBO AGRAVADO;1203827636.0
-76.99905009;-12.06613369;2017;La Victoria;ROBO AGRAVADO;1844107914.0
-76.99856141;-12.0668825;2017;La Victoria;ROBO AGRAVADO;607143792.0
-77.02853545;-12.06960235;2017;La Victoria;ROBO AGRAVADO;77194755.0
-77.02161471;-12.05822569;2017;La Victoria;ROBO AGRAVADO;620227705.0
-77.01296336;-12.06109726;2017;La Victoria;ROBO AGRAVADO;719155663.0
-77.0126111;-12.07240817;2017;La Victoria;ROBO AGRAVADO;453152599.0
-77.01639123;-12.08487652;2017;La Victoria;ROBO AGRAVADO;933472826.0
-77.03073752;-12.0661962;2017;La Victoria;ROBO AGRAVADO;613059728.0
-77.01556285;-12.06219149;2017;La Victoria;ROBO AGRAVADO;319414067.0
-77.01049076;-12.07663191;2017;La Victoria;ROBO AGRAVADO;1865913096.0
-77.0150912;-12.0857478;2017;La Victoria;ROBO AGRAVADO;366304564.0
-77.00589498;-12.06774377;2017;La Victoria;ROBO AGRAVADO;493116032.0
-77.01493224;-12.06682753;2017;La Victoria;ROBO AGRAVADO;1026524356.0
-77.02505588;-12.07217499;2017;La Victoria;ROBO AGRAVADO;1496360423.0
-77.02479184;-12.05880294;2017;La Victoria;ROBO AGRAVADO;1636062627.0
-77.00054396;-12.06344119;2017;La Victoria;ROBO AGRAVADO;590031155.0
-77.01378193;-12.0691554;2017;La Victoria;ROBO AGRAVADO;107624215.0
-77.01569243;-12.06223723;2017;La Victoria;ROBO AGRAVADO;1932802359.0
-77.00898901;-12.0837889;2017;La Victoria;ROBO AGRAVADO;122327677.0
-77.01331851;-12.08092095;2017;La Victoria;ROBO AGRAVADO;1439058801.0
-77.0173424;-12.06431309;2017;La Victoria;ROBO AGRAVADO;889727500.0
-77.01478793;-12.07845333;2017;La Victoria;ROBO AGRAVADO;1121369611.0
-77.01188026;-12.08519371;2017;La Victoria;ROBO AGRAVADO;1948993232.0
-77.01812067;-12.06029017;2017;La Victoria;ROBO AGRAVADO;1247004121.0
-77.01201169;-12.06798509;2017;La Victoria;ROBO AGRAVADO;1247307077.0
-77.00577485;-12.06313357;2017;La Victoria;ROBO AGRAVADO;809912990.0
-77.01360076;-12.07113906;2017;La Victoria;ROBO AGRAVADO;1471088239.0
-77.0092175;-12.06894862;2017;La Victoria;ROBO AGRAVADO;548297772.0
-77.01747625;-12.06445663;2017;La Victoria;ROBO AGRAVADO;1307730661.0
-77.01128778;-12.0743322;2017;La Victoria;ROBO AGRAVADO;1344765266.0
-77.0173855;-12.06874037;2017;La Victoria;ROBO AGRAVADO;539914067.0
-77.01275414;-12.08916773;2017;La Victoria;ROBO AGRAVADO;1782994031.0
-77.0122882;-12.06529954;2017;La Victoria;ROBO AGRAVADO;372717418.0
-77.01384462;-12.06932579;2017;La Victoria;ROBO AGRAVADO;336883734.0
-77.01465309;-12.06843534;2017;La Victoria;ROBO AGRAVADO;15514091.0
-77.00960363;-12.07293709;2017;La Victoria;ROBO AGRAVADO;98001239.0
-77.02291;-12.0797361;2017;La Victoria;ROBO AGRAVADO;122343169.0
-77.01456881;-12.06842821;2017;La Victoria;ROBO AGRAVADO;149362904.0
-77.0163023;-12.0881344;2017;La Victoria;ROBO AGRAVADO;149528189.0
-77.01242616;-12.06559217;2017;La Victoria;ROBO AGRAVADO;161573812.0
-77.00653611;-12.06727768;2017;La Victoria;ROBO AGRAVADO;197658138.0
-77.01470808;-12.06135109;2017;La Victoria;ROBO AGRAVADO;204697752.0
-77.01606724;-12.06427058;2017;La Victoria;ROBO AGRAVADO;212338419.0
-77.01265082;-12.06152009;2017;La Victoria;ROBO AGRAVADO;236554753.0
-77.01107442;-12.06849565;2017;La Victoria;ROBO AGRAVADO;247180040.0
-77.02160882;-12.06568182;2017;La Victoria;ROBO AGRAVADO;255345672.0
-77.00607693;-12.0737743;2017;La Victoria;ROBO AGRAVADO;331541234.0
-77.01617082;-12.07631902;2017;La Victoria;ROBO AGRAVADO;341702016.0
-77.00913071;-12.06991993;2017;La Victoria;ROBO AGRAVADO;361793144.0
-77.02878006;-12.07292399;2017;La Victoria;ROBO AGRAVADO;371395075.0
-77.02137604;-12.07300673;2017;La Victoria;ROBO AGRAVADO;371596008.0
-77.01672677;-12.05954269;2017;La Victoria;ROBO AGRAVADO;382108182.0
-77.01090729;-12.08995939;2017;San Isidro;ROBO AGRAVADO;399083012.0
-77.0091036;-12.08360107;2017;La Victoria;ROBO AGRAVADO;405817052.0
-77.01483905;-12.06549413;2017;La Victoria;ROBO AGRAVADO;444913201.0
-77.01403851;-12.08145705;2017;La Victoria;ROBO AGRAVADO;476152164.0
-77.01356179;-12.06934591;2017;La Victoria;ROBO AGRAVADO;490876102.0
-77.02970324;-12.06107051;2017;La Victoria;ROBO AGRAVADO;570709140.0
-77.02120934;-12.08097891;2017;La Victoria;ROBO AGRAVADO;577122659.0
-77.01628936;-12.06642644;2017;La Victoria;ROBO AGRAVADO;582118679.0
-77.01785137;-12.06335749;2017;La Victoria;ROBO AGRAVADO;615727490.0
-77.01672677;-12.05954269;2017;La Victoria;ROBO AGRAVADO;633387010.0
-77.01018272;-12.07636892;2017;La Victoria;ROBO AGRAVADO;643722253.0
-77.01122173;-12.06735086;2017;La Victoria;ROBO AGRAVADO;643844131.0
-77.0155058;-12.06241558;2017;La Victoria;ROBO AGRAVADO;672240818.0
-77.02406233;-12.06113197;2017;La Victoria;ROBO AGRAVADO;672849034.0
-76.99847322;-12.06705212;2017;La Victoria;ROBO AGRAVADO;691978636.0
-77.01184257;-12.06812465;2017;La Victoria;ROBO AGRAVADO;692521632.0
-77.01070793;-12.08488265;2017;La Victoria;ROBO AGRAVADO;705466807.0
-77.02880457;-12.07303862;2017;La Victoria;ROBO AGRAVADO;714358958.0
-77.01208952;-12.08499159;2017;La Victoria;ROBO AGRAVADO;726576511.0
-77.00962871;-12.08075249;2017;La Victoria;ROBO AGRAVADO;762128274.0
-77.02941362;-12.0746402;2017;La Victoria;ROBO AGRAVADO;764332966.0
-77.02972214;-12.06011862;2017;La Victoria;ROBO AGRAVADO;766896039.0
-77.02145601;-12.07468165;2017;La Victoria;ROBO AGRAVADO;776608716.0
-77.01225105;-12.06622634;2017;La Victoria;ROBO AGRAVADO;787658837.0
-77.00993871;-12.06487463;2017;La Victoria;ROBO AGRAVADO;829111335.0
-77.01204758;-12.07356448;2017;La Victoria;ROBO AGRAVADO;845458956.0
-77.01357557;-12.07109013;2017;La Victoria;ROBO AGRAVADO;872791904.0
-77.01314419;-12.0611421;2017;La Victoria;ROBO AGRAVADO;903103964.0
-77.03080678;-12.07149664;2017;La Victoria;ROBO AGRAVADO;952075489.0
-77.01251209;-12.06369874;2017;La Victoria;ROBO AGRAVADO;971241660.0
-77.01241856;-12.06638391;2017;La Victoria;ROBO AGRAVADO;991605998.0
-77.01643771;-12.06654056;2017;La Victoria;ROBO AGRAVADO;996506593.0
-77.01423871;-12.08920078;2017;La Victoria;ROBO AGRAVADO;1014201566.0
-77.00910386;-12.06969778;2017;La Victoria;ROBO AGRAVADO;1034698841.0
-77.01718592;-12.07659503;2017;La Victoria;ROBO AGRAVADO;1051858734.0
-77.01043684;-12.07670813;2017;La Victoria;ROBO AGRAVADO;1052330034.0
-77.03266307;-12.06109509;2017;La Victoria;ROBO AGRAVADO;1053672594.0
-77.01774496;-12.06346272;2017;La Victoria;ROBO AGRAVADO;1055111253.0
-77.01362215;-12.09015601;2017;San Isidro;ROBO AGRAVADO;1060697532.0
-77.00686549;-12.06454906;2017;La Victoria;ROBO AGRAVADO;1066103075.0
-77.01635054;-12.07365693;2017;La Victoria;ROBO AGRAVADO;1069131545.0
-77.01513833;-12.06450562;2017;La Victoria;ROBO AGRAVADO;1112877200.0
-77.0166808;-12.0758558;2017;La Victoria;ROBO AGRAVADO;1218989815.0
-77.01467086;-12.06855425;2017;La Victoria;ROBO AGRAVADO;1227034184.0
-77.01349366;-12.08138182;2017;La Victoria;ROBO AGRAVADO;1231117792.0
-77.017725;-12.0705052;2017;La Victoria;ROBO AGRAVADO;1233705360.0
-77.00893676;-12.08356644;2017;La Victoria;ROBO AGRAVADO;1261569178.0
-77.01420934;-12.07773327;2017;La Victoria;ROBO AGRAVADO;1261967804.0
-77.01502651;-12.07049191;2017;La Victoria;ROBO AGRAVADO;1278085485.0
-77.0142439;-12.0695552;2017;La Victoria;ROBO AGRAVADO;1309602072.0
-77.01751456;-12.06437189;2017;La Victoria;ROBO AGRAVADO;1365098207.0
-77.01288812;-12.06182926;2017;La Victoria;ROBO AGRAVADO;1369156090.0
-77.01285538;-12.06259467;2017;La Victoria;ROBO AGRAVADO;1376376782.0
