longitude,latitude,YEAR,DISTRITO,MODALIDAD,ID,x,y,cluster,probability
-77.01794974,-12.14746336,2016,Barranco,ROBO AGRAVADO,21193887.0,-8573598.946998736,-1362495.2983041408,35,0.856597051605818
-77.02294214,-12.15311316,2016,Barranco,ROBO AGRAVADO,21166332.0,-8574154.698424572,-1363138.6428015297,7,1.0
-77.01382761,-12.13927059,2016,Barranco,ROBO AGRAVADO,24736491.0,-8573140.073586153,-1361562.4092708912,10,1.0
-77.01467236,-12.14286621,2016,Barranco,ROBO AGRAVADO,24528051.0,-8573234.110726,-1361971.8294683157,26,1.0
-77.01956704,-12.14675697,2016,Barranco,ROBO AGRAVADO,20987922.0,-8573778.984011197,-1362414.862413865,36,0.8132644922498387
-77.01740292,-12.14993995,2016,Barranco,ROBO AGRAVADO,20899542.0,-8573538.07527478,-1362777.3067026122,-1,0.0
-77.0200154,-12.1479559,2016,Barranco,ROBO AGRAVADO,22721490.0,-8573828.89521809,-1362551.383444951,-1,0.0
-77.01391071,-12.14175069,2016,Barranco,ROBO AGRAVADO,24937479.0,-8573149.324235838,-1361844.8086637873,-1,0.0
-77.02317161,-12.14248425,2016,Barranco,ROBO AGRAVADO,22500792.0,-8574180.242908126,-1361928.3368072067,29,0.5260881646507117
-77.01485989,-12.13852173,2016,Barranco,ROBO AGRAVADO,20880195.0,-8573254.986470109,-1361477.139996455,-1,0.0
-77.02056617,-12.13847016,2016,Barranco,ROBO AGRAVADO,20670558.0,-8573890.20665403,-1361471.267964465,13,0.4403389789185074
-77.01777247,-12.14165061,2016,Barranco,ROBO AGRAVADO,22879674.0,-8573579.213392602,-1361833.4128904229,41,0.6850665683216584
-77.0184112,-12.1468932,2016,Barranco,ROBO AGRAVADO,20889798.0,-8573650.316490958,-1362430.3747648275,-1,0.0
-77.01959681,-12.14665978,2016,Barranco,ROBO AGRAVADO,24356772.0,-8573782.297992438,-1362403.795506949,36,0.91012365183918
-77.02213881,-12.14250014,2016,Barranco,ROBO AGRAVADO,22356519.0,-8574065.272138035,-1361930.146153499,-1,0.0
-77.01790054,-12.13963993,2016,Barranco,ROBO AGRAVADO,25329507.0,-8573593.470079789,-1361604.4644212832,42,0.8505495789433115
-77.01280245,-12.14015072,2016,Barranco,ROBO AGRAVADO,22407732.0,-8573025.95329697,-1361662.6259682581,-1,0.0
-77.01741542,-12.14999061,2016,Barranco,ROBO AGRAVADO,20984895.0,-8573539.466768416,-1362783.0753656917,-1,0.0
-77.01667932,-12.14697711,2016,Barranco,ROBO AGRAVADO,20373024.0,-8573457.524491243,-1362439.9295024609,32,1.0
-77.01781016,-12.14182813,2016,Barranco,ROBO AGRAVADO,21369846.0,-8573583.409024213,-1361853.6264993544,41,0.564387110115573
-77.0138509,-12.1393471,2016,Barranco,ROBO AGRAVADO,22640523.0,-8573142.666217092,-1361571.1211293077,10,1.0
-77.01914561,-12.15360336,2016,Barranco,ROBO AGRAVADO,20093358.0,-8573732.070638191,-1363194.4626732224,12,0.8411118609130316
-77.01793883,-12.14710836,2016,Barranco,ROBO AGRAVADO,25372824.0,-8573597.732503094,-1362454.8747988606,-1,0.0
-77.01755938,-12.1417359,2016,Barranco,ROBO AGRAVADO,19876836.0,-8573555.49232231,-1361843.1245759074,41,1.0
-77.01387906,-12.13939126,2016,Barranco,ROBO AGRAVADO,21590475.0,-8573145.800973954,-1361576.1494361302,10,0.870454992332657
-77.02300238,-12.15323981,2016,Barranco,ROBO AGRAVADO,20846103.0,-8574161.404310698,-1363153.0646332714,7,1.0
-77.01396015,-12.13936029,2016,Barranco,ROBO AGRAVADO,21087087.0,-8573154.827871462,-1361572.6230170592,10,0.6786930218068989
-77.02108329,-12.15369451,2016,Barranco,ROBO AGRAVADO,20285859.0,-8573947.772189112,-1363204.8420833868,-1,0.0
-77.01960839,-12.14677348,2016,Barranco,ROBO AGRAVADO,20233029.0,-8573783.587072141,-1362416.7423878557,36,0.8360987355399467
-77.0167757,-12.1406999,2016,Barranco,ROBO AGRAVADO,22917471.0,-8573468.253463766,-1361725.158950352,-1,0.0
-77.02320416,-12.15405024,2016,Barranco,ROBO AGRAVADO,25146966.0,-8574183.866357552,-1363245.3497156384,6,1.0
-77.01797419,-12.14721798,2016,Barranco,ROBO AGRAVADO,20264106.0,-8573601.668760287,-1362467.357116061,35,0.7244643316938341
-77.015991,-12.14429,2016,Barranco,ROBO AGRAVADO,25603518.0,-8573380.90105934,-1362133.952795178,-1,0.0
